version,1.6.0
info,balls_per_over,6
info,team,Jersey
info,team,Denmark
info,gender,male
info,season,2018
info,date,2018/04/30
info,event,ICC World Cricket League Division Four
info,match_number,5
info,venue,Royal Selangor Club
info,city,Kuala Lumpur
info,toss_winner,Denmark
info,toss_decision,field
info,player_of_match,NAT Watkins
info,umpire,A Kapa
info,umpire,Sarika Prasad
info,reserve_umpire,IO Oyieko
info,match_referee,GAV Baxter
info,winner,Denmark
info,winner_wickets,7
info,method,D/L
info,player,Jersey,PW Gough
info,player,Jersey,NAT Watkins
info,player,Jersey,BDH Stevens
info,player,Jersey,JW Jenner
info,player,Jersey,NJ Ferraby
info,player,Jersey,C Bisson
info,player,Jersey,AW Hawkins-Kay
info,player,Jersey,CJ Bodenstein
info,player,Jersey,JE Dunford
info,player,Jersey,CW Perchard
info,player,Jersey,EJB Miles
info,player,Denmark,Zameer Khan
info,player,Denmark,FA Klokker
info,player,Denmark,SA Ahmad
info,player,Denmark,HAM Shah
info,player,Denmark,Rizwan Mahmood
info,player,Denmark,A Bulow
info,player,Denmark,MS Henriksen
info,player,Denmark,T Bharaj
info,player,Denmark,S Thanikaithasan
info,player,Denmark,Bashir Shah
info,player,Denmark,RB Javed
info,registry,people,A Bulow,16f4cc7e
info,registry,people,A Kapa,7c9c0f18
info,registry,people,AW Hawkins-Kay,8160713d
info,registry,people,BDH Stevens,f8035c2a
info,registry,people,Bashir Shah,3b282e51
info,registry,people,C Bisson,85ba5659
info,registry,people,CJ Bodenstein,e05fcb17
info,registry,people,CW Perchard,9f998ed8
info,registry,people,EJB Miles,6b46ce43
info,registry,people,FA Klokker,821a412e
info,registry,people,GAV Baxter,cb4b3ab0
info,registry,people,HAM Shah,007113d7
info,registry,people,IO Oyieko,de4828fa
info,registry,people,JE Dunford,89a7dd4a
info,registry,people,JW Jenner,32a8161e
info,registry,people,MS Henriksen,1b4acb7b
info,registry,people,NAT Watkins,80089b3a
info,registry,people,NJ Ferraby,c149b9ca
info,registry,people,PW Gough,eca301ed
info,registry,people,RB Javed,bf385668
info,registry,people,Rizwan Mahmood,56e771ef
info,registry,people,S Thanikaithasan,498aacac
info,registry,people,SA Ahmad,8de618ab
info,registry,people,Sarika Prasad,8ff397fa
info,registry,people,T Bharaj,49556abb
info,registry,people,Zameer Khan,fb0d3749
ball,1,0.1,Jersey,PW Gough,NAT Watkins,A Bulow,1,0,,,,,,"",""
ball,1,0.2,Jersey,NAT Watkins,PW Gough,A Bulow,0,0,,,,,,"",""
ball,1,0.3,Jersey,NAT Watkins,PW Gough,A Bulow,4,0,,,,,,"",""
ball,1,0.4,Jersey,NAT Watkins,PW Gough,A Bulow,1,0,,,,,,"",""
ball,1,0.5,Jersey,PW Gough,NAT Watkins,A Bulow,0,0,,,,,,"",""
ball,1,0.6,Jersey,PW Gough,NAT Watkins,A Bulow,1,0,,,,,,"",""
ball,1,1.1,Jersey,PW Gough,NAT Watkins,RB Javed,0,0,,,,,,"",""
ball,1,1.2,Jersey,PW Gough,NAT Watkins,RB Javed,0,0,,,,,,"",""
ball,1,1.3,Jersey,PW Gough,NAT Watkins,RB Javed,0,0,,,,,,"",""
ball,1,1.4,Jersey,PW Gough,NAT Watkins,RB Javed,0,0,,,,,,"",""
ball,1,1.5,Jersey,PW Gough,NAT Watkins,RB Javed,0,0,,,,,,"",""
ball,1,1.6,Jersey,PW Gough,NAT Watkins,RB Javed,0,0,,,,,,"",""
ball,1,2.1,Jersey,NAT Watkins,PW Gough,A Bulow,0,0,,,,,,"",""
ball,1,2.2,Jersey,NAT Watkins,PW Gough,A Bulow,0,0,,,,,,"",""
ball,1,2.3,Jersey,NAT Watkins,PW Gough,A Bulow,0,0,,,,,,"",""
ball,1,2.4,Jersey,NAT Watkins,PW Gough,A Bulow,4,0,,,,,,"",""
ball,1,2.5,Jersey,NAT Watkins,PW Gough,A Bulow,0,0,,,,,,"",""
ball,1,2.6,Jersey,NAT Watkins,PW Gough,A Bulow,1,0,,,,,,"",""
ball,1,3.1,Jersey,NAT Watkins,PW Gough,RB Javed,0,0,,,,,,"",""
ball,1,3.2,Jersey,NAT Watkins,PW Gough,RB Javed,4,0,,,,,,"",""
ball,1,3.3,Jersey,NAT Watkins,PW Gough,RB Javed,0,0,,,,,,"",""
ball,1,3.4,Jersey,NAT Watkins,PW Gough,RB Javed,0,0,,,,,,"",""
ball,1,3.5,Jersey,NAT Watkins,PW Gough,RB Javed,0,0,,,,,,"",""
ball,1,3.6,Jersey,NAT Watkins,PW Gough,RB Javed,0,0,,,,,,"",""
