version,1.6.0
info,balls_per_over,6
info,team,Sydney Thunder
info,team,Brisbane Heat
info,gender,male
info,season,2020/21
info,date,2021/01/04
info,event,Big Bash League
info,match_number,28
info,venue,Brisbane Cricket Ground
info,city,Brisbane
info,toss_winner,Sydney Thunder
info,toss_decision,bat
info,player_of_match,JA Burns
info,umpire,PJ Gillespie
info,umpire,AK Wilds
info,reserve_umpire,Steven Farrell
info,tv_umpire,D Taylor
info,match_referee,Kepler Wessels
info,winner,Brisbane Heat
info,winner_wickets,5
info,player,Sydney Thunder,CP Tremain
info,player,Sydney Thunder,UT Khawaja
info,player,Sydney Thunder,AD Hales
info,player,Sydney Thunder,CJ Ferguson
info,player,Sydney Thunder,SW Billings
info,player,Sydney Thunder,O Davies
info,player,Sydney Thunder,DR Sams
info,player,Sydney Thunder,BCJ Cutting
info,player,Sydney Thunder,CJ Green
info,player,Sydney Thunder,N McAndrew
info,player,Sydney Thunder,AF Milne
info,player,Sydney Thunder,T Sangha
info,player,Brisbane Heat,MP Kuhnemann
info,player,Brisbane Heat,M Bryant
info,player,Brisbane Heat,CA Lynn
info,player,Brisbane Heat,JL Denly
info,player,Brisbane Heat,JA Burns
info,player,Brisbane Heat,L Gregory
info,player,Brisbane Heat,JJ Peirson
info,player,Brisbane Heat,JJ Bazley
info,player,Brisbane Heat,JD Wildermuth
info,player,Brisbane Heat,MT Steketee
info,player,Brisbane Heat,XC Bartlett
info,player,Brisbane Heat,Mujeeb Ur Rahman
info,registry,people,AD Hales,92aeac25
info,registry,people,AF Milne,350bb1b1
info,registry,people,AK Wilds,de412f40
info,registry,people,BCJ Cutting,2e11c706
info,registry,people,CA Lynn,45eda7c8
info,registry,people,CJ Ferguson,9b4935c8
info,registry,people,CJ Green,19b9f399
info,registry,people,CP Tremain,96824e68
info,registry,people,D Taylor,b940a2b2
info,registry,people,DR Sams,caf69bf7
info,registry,people,JA Burns,7a5f232a
info,registry,people,JD Wildermuth,f1c61793
info,registry,people,JJ Bazley,003d49e6
info,registry,people,JJ Peirson,2b55c3b4
info,registry,people,JL Denly,bdadf7da
info,registry,people,Kepler Wessels,3bedaff0
info,registry,people,L Gregory,06c2de82
info,registry,people,M Bryant,f32012f4
info,registry,people,MP Kuhnemann,7b953689
info,registry,people,MT Steketee,903560ed
info,registry,people,Mujeeb Ur Rahman,7d92277a
info,registry,people,N McAndrew,38c276e1
info,registry,people,O Davies,0ea54eca
info,registry,people,PJ Gillespie,3e253a50
info,registry,people,SW Billings,c16d4035
info,registry,people,Steven Farrell,512226fb
info,registry,people,T Sangha,52c952d9
info,registry,people,UT Khawaja,331ea488
info,registry,people,XC Bartlett,3b53243a
ball,1,0.1,Sydney Thunder,UT Khawaja,AD Hales,XC Bartlett,0,0,,,,,,"",""
ball,1,0.2,Sydney Thunder,UT Khawaja,AD Hales,XC Bartlett,0,0,,,,,,caught,UT Khawaja
ball,1,0.3,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,0,1,1,,,,,"",""
ball,1,0.4,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,0,0,,,,,,"",""
ball,1,0.5,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,0,0,,,,,,"",""
ball,1,0.6,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,0,0,,,,,,"",""
ball,1,0.7,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,2,0,,,,,,"",""
ball,1,1.1,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,0,0,,,,,,"",""
ball,1,1.2,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,4,0,,,,,,"",""
ball,1,1.3,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,0,0,,,,,,"",""
ball,1,1.4,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,0,0,,,,,,"",""
ball,1,1.5,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,1,0,,,,,,"",""
ball,1,1.6,Sydney Thunder,AD Hales,CJ Ferguson,JD Wildermuth,1,0,,,,,,"",""
ball,1,2.1,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,0,0,,,,,,"",""
ball,1,2.2,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,4,0,,,,,,"",""
ball,1,2.3,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,4,0,,,,,,"",""
ball,1,2.4,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,1,0,,,,,,"",""
ball,1,2.5,Sydney Thunder,CJ Ferguson,AD Hales,XC Bartlett,1,0,,,,,,"",""
ball,1,2.6,Sydney Thunder,AD Hales,CJ Ferguson,XC Bartlett,6,0,,,,,,"",""
ball,1,3.1,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,4,0,,,,,,"",""
ball,1,3.2,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,0,0,,,,,,"",""
ball,1,3.3,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,0,0,,,,,,"",""
ball,1,3.4,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,0,0,,,,,,"",""
ball,1,3.5,Sydney Thunder,CJ Ferguson,AD Hales,JD Wildermuth,1,0,,,,,,"",""
ball,1,3.6,Sydney Thunder,AD Hales,CJ Ferguson,JD Wildermuth,2,0,,,,,,"",""
ball,1,4.1,Sydney Thunder,CJ Ferguson,AD Hales,Mujeeb Ur Rahman,0,0,,,,,,"",""
ball,1,4.2,Sydney Thunder,CJ Ferguson,AD Hales,Mujeeb Ur Rahman,1,0,,,,,,"",""
ball,1,4.3,Sydney Thunder,AD Hales,CJ Ferguson,Mujeeb Ur Rahman,1,0,,,,,,"",""
ball,1,4.4,Sydney Thunder,CJ Ferguson,AD Hales,Mujeeb Ur Rahman,3,0,,,,,,"",""
ball,1,4.5,Sydney Thunder,AD Hales,CJ Ferguson,Mujeeb Ur Rahman,3,0,,,,,,"",""
ball,1,4.6,Sydney Thunder,CJ Ferguson,AD Hales,Mujeeb Ur Rahman,0,0,,,,,,"",""
ball,1,5.1,Sydney Thunder,AD Hales,CJ Ferguson,MT Steketee,0,0,,,,,,"",""
ball,1,5.2,Sydney Thunder,AD Hales,CJ Ferguson,MT Steketee,1,0,,,,,,"",""
